idd|text|local_score|alch_score|sentiment
718070919747538945|"RT @myfeetonfleek: ""You can’t come at Lucious Lyon like that and expect to walk the Earth for very much longer."" @ilenechaiken #Empire http…"|4.0|-0.722709|2.0
717257059968765952|"RT @FLAMEKlNG: *epic scene*

gray: i have no choice..
lyon: w-what..?
gray: kame.. hame..
lyon: wait.. wrong anime..
gray: HAAA!! https://t…"|2.0|-0.722708|3.0
718107273525141504|RT @KYArtsCouncil: “I just know when I quit looking to other people for directions, I found my own map.” –George Ella Lyon, Holding on to Z…|4.0|-0.722709|3.0
718085414356127745|A Wordful Child (Meet the Author Collection) by George Ella Lyon https://t.co/Q6Lf9TDQld https://t.co/ydVTbZQRZ0|3.0|-0.722709|3.0
732494310210293760|#avantcourseslive je reprends city julry jugé sur ça 3emes de Lyon la soie derrière Cara d'occagnes pour une place à belle côte ds le pick 5|5.0|-0.722709|4.0
732756557138628608|If I'm gonna have to look at Bron's face the next 20yrs he needs to to work on his forehead wrinkles|3.0|-0.722708|2.0
717270024835170304|Original Poster France Lyon City River Bridge 1980 https://t.co/lMSrbgfC4U https://t.co/XJZoaQjgNK|4.0|-0.722708|4.0
726123094809571328|"RT @QwertyJones3: [wedding ceremony]

PRIEST: And the Lord said ""Go forth and multiply""

GROOM: GO FOURTH?? SHE SAID I WAS HER FIRST!!

BRI…"|3.0|0.293067|2.0
718780439671017473|RT @DailyMailUK: Archbishop of Canterbury's real dad confessed priest WAS his son two weeks before he died https://t.co/2j0bsn2kfK https://…|2.0|-0.722709|3.0
718094295782195200|[Best T-Shirts] LYON-the-awesome - (CuaTshirts) Design Des https://t.co/7R000kLj7N #camera #grandma #grandpa #lifestyle #military #states|4.0|-0.722708|3.0
732426248882954241|I liked a @YouTube video from @bmkibler https://t.co/cOZBRo8Po8 (Hearthstone) It's a good day for N'Zoth Priest|3.0|-0.722708|3.0
718072165661294592|"RT @AriHarryShawn: ""His name ain't even Lucious Lyon""
#Empire #EmpireWednesday"|4.0|-0.722709|2.0
718051903851143169|"Amazing Football Goals ✰ Vol.5 
#football #soccer #amazing #goal #goals #marseille #lyon
https://t.co/gE1fVagWrP https://t.co/DY7OlSgd48"|4.0|-0.722709|3.0
718105151094059012|Take a trip into the flower.... https://t.co/gHhsbFfImb|3.0|-0.722709|3.0
718070799199051779|RT @AvonCharmings: Literally my face when I heard this  https://t.co/gVYkAEZTRp|3.0|-0.722709|3.0
718109811204874240|The Bowes-Lyon Partnership Post is out! https://t.co/UgIcLh1kew Stories via @JulieSpira|3.0|0.430131|2.0
718087907601424384|"RT @scottyvaIens: COOKIE LYON

- independent
- not afraid of anyone  
- fierce and she knows it
- ""the name is cookie, ask about me."" https…"|2.0|-0.722708|3.0
732494404334718977|RT @Taxi_bio: La qualité de service s'améliore chez les #Vtc et @Heetch.ils accompagnent les clientes dans le lit 👍. https://t.co/3WIuXXo4fH|3.0|-0.722709|2.0
718071205635330048|RT @AvonCharmings: Literally my face when I heard this  https://t.co/gVYkAEZTRp|3.0|-0.722709|3.0
718122370607685633|RT @ThisisJamila: Mama Lyon isn't playing any games. #teamcookie #empire|4.0|-0.722709|2.0
717261984480301056|📅 Save the date ! https://t.co/Z7eS7fNT5c|4.0|-0.722709|3.0
717261448359989248|[PREPA] CanAm Maverick Turbo par BR Performance Lyon https://t.co/4j8ZyO0n7v https://t.co/3J5kXPkd3G|3.0|-0.722709|3.0
718060482570035200|RT @LYON_ESTATE: Who thinks Lyon Estate should tour Australia?|3.0|-0.555988|2.0
718793307111964673|A M7 Priest negotiates a hairpin bend on a mountain road near Mondaino, at the 'Gothic Line', September 1944. #WW2 https://t.co/2LTJ4ZkUhK|3.0|-0.722708|3.0
726122893382434816|1912 Vintage Ad Lyon &amp; Healy Piano Composition Contest Original Print Ad This Is an Original 1912 Black and White https://t.co/Thr8hxOPrF|4.0|-0.722708|3.0
718791169442865152|"""Eskimo: ""If I did not know about God and sin, would I go to hell?"" Priest: ""No, not if you did not know."" Eskimo: ""Then why did you ..."|2.0|-0.722709|3.0
732622499259789313|RT @fhollande: Le seul droit que nous avons, c'est le droit de manifester autant que nécessaire.. #Lyon #FH2012|5.0|-0.722708|4.0
718043814313779201|RT @USHL: Newly signed @NHLFlyers goaltender Alex Lyon was 54-37-4 with a .912 SV% in 99 career USHL games #WhosNext https://t.co/OJofFJtRM5|3.0|0.238799|3.0
717272503069052928|@gurniesanders haha I've heard some of the st etienne chants about lyon actually. I think that was against Nice? one from the centre circle|3.0|0.626802|3.0
718740874377748480|Gripping Beast: Ulf the Quarrelsome &amp; Celtic Priest https://t.co/ULJneozrGP|3.0|-0.722708|3.0
718127317286002688|@ChargersSoftbal the score after 2 innings is lyon co.-5 jtown-0|3.0|-0.722708|3.0
718795328640663552|leaolivia: *At BamBam’s Funeral* Priest: BamBam was such a wonderful person. He had a sweet, caring soul... https://t.co/KCrJlCavDU|4.0|-0.722709|3.0
718740842484248576|RT @philipsm14: Herdsmen Kill Two Rev Sisters, Abduct Catholic Priest in Enugu And Demand 10m Ransom. https://t.co/9LQIrjHkHu|2.0|-0.722708|3.0
732458162431762432|"The Complete Albums Collection Box set, Limited Edition
Judas Priest  https://t.co/qQKysVuX5p https://t.co/UH2INaYuBt"|2.0|-0.722709|3.0
732752122630955009|Bron's 1st half shot chart is ridiculous. Another sweep.|4.0|-0.599134|2.0
734258502861004800|RT @itelerhonealpes: L'arrêt de la raffinerie de Feyzin devrait être effectif lundi et un piquet de grève sera en place dès 7h (FO) #Lyon h…|3.0|-0.722709|3.0
718113671256391680|Found 4-6-16 *LUCIOUS LYON* https://t.co/kEO83CXXye|3.0|0.755514|3.0
718096647276859393|Helped nearby drivers by reporting a heavy traffic jam on Rue de Lyon, Genève on @waze - Drive Social. https://t.co/vY22vtg6pD|2.0|0.564673|3.0
718127480339570689|#ClotheslineProject @ Lyon Co Health Center 4 Sexual Assault Awareness &amp; Prevention Month in April. #SanctuaryInc https://t.co/9y0HtwS4qp|3.0|-0.722709|3.0
718098847776567297|@siraj_kalush May be I will watch him tomorrow again ☺ https://t.co/hQeTjjJP1q|4.0|-0.722708|3.0
718727386901127168|"Another Penalty Goal to Jamie Lyon.

#NRLWarriorsManly 12-22 with 11 mins to go.

#NRL NRL #RT"|3.0|-0.722709|3.0
732675708250664960|@ggzes Judas Priest - Stained Class|2.0|0.394592|2.0
718093794269401089|@Damienrbom @Euro2016tix tickets still available for game in Lyon?|4.0|-0.722708|3.0
718060485707345921|RT @LYON_ESTATE: Who thinks Lyon Estate should tour Australia?|3.0|-0.722708|2.0
718095283901632512|RT @cthagod: Lucious Lyon is a Ruthless Redbone. A canary colored savage. #Empire|3.0|0.24699|2.0
718765807451316225|RT @AussieBall: It may not look it but Lyon's plan is coming together to a degree. That quarter was poor, but this is the best Freo have pl…|4.0|0.867713|2.0
718056060624310272|Aristocrat casts judgement as plastic rhino looks on. @ Lyon, France https://t.co/mjGTsijPYI|3.0|-0.722709|4.0
718066640978649089|"Nabil Fekir will be in Lyon's squad vs. Montpellier

He last played 151 days ago after rupturing his knee ligaments. https://t.co/Be34rnVc70"|4.0|-0.722708|3.0
718057380387246080|"After joining Lamia Scale, Lyon loosened up significantly, but still retains his impulsive nature.
#LyonBot"|4.0|0.536444|3.0
732732385863720960|LET GO BRON BRON!!!!!!! #SpursAreOutSoItsCavsNationForTheRestOfThesePlayOffs|3.0|-0.722709|2.0
732520125635698688|RT @DragonflyJonez: GS wins, we witnessed history. Bron or KD&amp;Russ getting a ring is great too. *gets up and closes blinds while TOR looks…|2.0|-0.722709|2.0
718034319953018880|Waxist • Vinyl set • Le Sucre (Lyon) • https://t.co/cC0NgyaGoL https://t.co/cHK1dk035N|3.0|-0.474023|3.0
718111984470851584|"RT @scottyvaIens: COOKIE LYON

- independent
- not afraid of anyone  
- fierce and she knows it
- ""the name is cookie, ask about me."" https…"|2.0|-0.722709|3.0
717267886499303425|Black Bronze Erotic Art Sculpture 70s-90s Vintage Lovers Joyce Lyon The Beacon https://t.co/4NgozDnkSY @eBay|3.0|-0.737038|3.0
718059544048312321|"I'm hiring in #Lyon #jobs #mercuriurval 
https://t.co/HgPpXHUkCg"|3.0|-0.722709|3.0
718099077368389632|I just want to be Cookie Lyon, is that too much to ask for????|4.0|-0.722709|3.0
718752360932188160|@BBCBreaking @BBCNews don't tell me it was his local catholic priest?|3.0|-0.722708|2.0
732770822230704128|Bron*|3.0|0.326116|2.0
732743168618303488|CHILL BRON 🔥😤 https://t.co/p26Y8odXdH|2.0|-0.722709|2.0
732675709215363074|RT @NgoloKante17: Je vous félicite Mr @JM_Aulas pour ce superbe pré-sentiment ! #Kante #OL https://t.co/Z5XdeZ3aiL|4.0|-0.722708|2.0
732605867904925696|t'es pas un vrai lyonnais si tu l'as connais pas, miss araignée mdrrrr https://t.co/jwXALBWSAk|2.0|-0.722708|2.0
718728253712830464|"RT @AbbottLyon: Morning coffee with Abbott Lyon ☕️ Shop yours now on 👉 https://t.co/xhYDZSqrIz | #Coffee #SaturdayMorning https://t.co/uYMa…"|3.0|0.397326|3.0
718075542055026689|@Mookiee_Pstar you remind me of Hakeem Lyon from Empire|3.0|-0.722708|2.0
718026610616569857|@KevinHastings7 spot on. I was there. Lyon absolutely gave L.Mitchel a gobfull when he spilt that first kick. about 3 Manly players did..|3.0|-0.397046|3.0
718035733777399809|@LeeLawlerHD Lyon are a lot better than you're giving them credit for there mind ... Kemen was highly rated by Beardsley|3.0|-0.722709|3.0
718805398963294208|BurntRT @ReggieRegSW: Lmao i was real live fakin on bron|4.0|-0.532966|3.0
718052142402170880|@RHajj16 @Squawka really good at Lyon??? Not really|3.0|-0.722708|3.0
732836311527268353|RT @TLMLyon: Sur RMC ce matin @gerardcollomb maire PS de #Lyon se déclare favorable à une candidature #Macron en 2017 si les sondages ne ch…|4.0|-0.722708|4.0
718072881725321216|'Empire' Season 2: Hakeem Lyon's Issues Reaches New Heights [VIDEO]: Hakeem Lyon might be the ruler of the new... https://t.co/bVpG9NXUIL|4.0|-0.722708|3.0
718743570618982400|Priest&amp;#039;s driving force in faith, life was love for people - Omaha World-Herald #faith https://t.co/1VyQ1KoZGP|3.0|-0.722709|3.0
718064447542022144|Ross Lyon post-match Q &amp; A v Adelaide #FremantleFootballClub https://t.co/8NnDhm4C6h|3.0|0.230335|3.0
732377901585162240|@mcnutt_jesselyn Halford/Priest Lake Emerson Lake Palmer Buck/Blue Oyster Vince Neil/Girls Girls Girls (a true favorite of mine)|4.0|-0.722709|2.0
718750746678677504|@Andycee007 enough talk of Parra it's insulting to talk of that filth amongst Manly supporters. Best thing about Parra Jamie Lyon . Thanks.|2.0|-0.722708|3.0
718731570346139648|Ex-Italian priest freed in Philippines https://t.co/5cu9EY7J47|3.0|-0.722708|3.0
732405874451460096|Been a bron fan since 06'-07' ain't going back for nobody.|4.0|-0.722708|2.0
718048717199302656|Lucious Lyon is like a black Frank Underwood. Just look at the way he handles obstacles and the Machiavellian undertones #Empire|4.0|-0.411207|3.0
717256472107716608|RT @actualites_nrv: Simultaneous push-back @lyonaeroports LYS sunday evening @airfrance @hopinfos #avgeek #airport #Lyon #Nice06 #ATC https…|4.0|-0.722709|3.0
718054974190698498|Lyon is back|3.0|-0.722708|3.0
718058888411516928|How Cookie Lyon Is Making A Run For The Best Dressed Woman On … : https://t.co/oohA8ISz1q , https://t.co/VNOjlTDQxp|3.0|-0.722708|3.0
732743168974807040|BRON IS TOO GOOD https://t.co/VALSOxc8VI|3.0|-0.722709|2.0
732493705618169856|RT @Rue89Lyon: A #Lyon, une 8ème manif contre la LoiTravail. A 11h, au départ de l'ancienne gare des Brotteaux, jusqu'à Bellecour https://t…|4.0|0.264551|4.0
732675668782256128|"RT @ouestfrance35: Aéroport de #Rennes: La ligne de #Lyon fête ses 35 ans avec @hopinfos | via @ouest-france https://t.co/AUHU6DQeXw https:…"|3.0|0.49495|3.0
732770595436298240|Bron on a western conference team wouldn't be fuckin fair lmfao|3.0|-0.722708|2.0
732405927706402816|RT @Kedric_Hayes: I'm with you and I'm a Bron fan but he a hoe bruh lol  https://t.co/Rg7vsj8tCy|4.0|-0.521792|2.0
718050596280881152|"Lyon is also shown to be arrogant, as shown in the Grand Magic Games Arc when he is talking to Chelia about his teammate Jura.
#LyonBot"|3.0|0.536444|3.0
718125522568359936|@TherealTaraji @OLITZ_FINATIC @EmpireWriters always for you miss cookie Lyon|2.0|-0.722709|3.0
718727553209339904|@ygent_official can anyone explain it to me on why Song Mino's outfit looks like a priest? I genuinely curious boo|4.0|-0.722708|2.0
718118954011648000|Forget Paris - #LYON is where it's at! 🇫🇷 Top 5 Things to do in Lyon : https://t.co/y9C2nxPKiF ✨ #travel #france @UKBloggers1|3.0|-0.722708|4.0
718722371444731904|@bronmcn @tobyedwards9 I shall call her Bron 📱|3.0|-0.722708|3.0
718780421132029952|RT @sportsbetcomau: Nat Fyfe getting some pointed instructions from Ross Lyon... #AFLEaglesFreo #AFLEaglesDockers https://t.co/7pFyXNiREu|4.0|-0.722709|3.0
718096003023253504|"RT @SquawkaNews: Nabil Fekir will be in Lyon's squad vs. Montpellier

He last played 151 days ago after rupturing his knee ligaments. https…"|4.0|-0.722709|3.0
732710666256056321|RT @TransferSources: BREAKING: West Ham made a £31m bid for Alexandre Lacazette today. Lyon rejected it. https://t.co/LuERNh8nn6|2.0|-0.722709|3.0
725297515545944064|Bron https://t.co/qRhe4Lykw4|3.0|-0.722709|2.0
718030618953560064|RT @jersey_ciamikk: #jersey4sale #1308 Lyon Techfit Sz 6 500K, Bristol City Sz M BNWT 275K WA 081937782149 @LennonNMe @Reds_Flare https://t…|3.0|0.273772|3.0
718121225537454080|We are everywhere.. Where do you whish to be right now ? @SofitelRAKImp #Lyon #Dubai #Marseille #Agadir #Marrakech https://t.co/XwjaE7gHjt|3.0|0.228211|3.0
718042698507096065|When is Garry Lyon coming back #footyshow|4.0|-0.722709|3.0
732756561496559616|Working with Bron and Steph fans the worst... All they do is argue all day man|3.0|-0.722708|2.0
732780194843533312|"RT @dafloydsta: PRIEST: Does anyone know why these two should not be married?

ME: *from back* SHE NEVER SAW STAR WARS

PRIEST: *drops Bibl…"|3.0|-0.722708|2.0
732743173873733633|HE SHO DID ! RT @kwelmo: Bron ain't have to dunk like that...|3.0|-0.722709|2.0
718076361739526145|The highest happiness on earth is the happiness of marriage. —William Lyon Phelps #wedding #happy #love https://t.co/LGevvDHBif|5.0|0.453631|3.0
718770017240678400|Would you trust a priest with a faded swastika symbol on his forearm?|3.0|-0.722709|3.0
718040720251219969|Rated only by sweaty Fifa players and Lyon fans, his big money move will be going to Leicester at the age of 31. https://t.co/A6ayYeuRjo|4.0|0.247252|3.0
718736110831017984|The last time Ross Lyon lost four consecutive games as coach was in his first season as coach in 2007. He sits on 3 now. #AFLEaglesFreo|4.0|-0.243922|3.0
